#Datasets,b1matches,b2matches,s1matches,s2matches
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;Candidatus Gottesmanbacteria;",0.0,1615.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;Candidatus Woesebacteria;",2120.0,1709.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Microgenomates group;Candidatus Woesebacteria;Candidatus Woesebacteria bacterium RBG_13_36_22;",0.0,1558.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Parcubacteria group;",16547.0,20291.0,3714.0,3800.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Parcubacteria group;Candidatus Magasanikbacteria;",1778.0,2633.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;Bacteria candidate phyla;Patescibacteria group;Parcubacteria group;unclassified Parcubacteria group;",0.0,2135.0,0.0,0.0
"root;cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);",5796.0,5141.0,6370.0,6504.0
"root;cellular organisms;Bacteria;unclassified Bacteria;unclassified Bacteria (miscellaneous);bacterium SCN 62-11;",2551.0,1807.0,1860.0,1930.0
"root;cellular organisms;Archaea;",1509.0,2014.0,950.0,1043.0
"root;cellular organisms;Archaea;Asgard group;",1537.0,92.0,0.0,0.0
"root;cellular organisms;Archaea;Asgard group;Candidatus Thorarchaeota;",0.0,12.0,0.0,0.0
"root;cellular organisms;Archaea;Asgard group;Candidatus Thorarchaeota;Candidatus Thorarchaeota archaeon SMTZ-45;",0.0,1631.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;",2889.0,4488.0,1809.0,1932.0
"root;cellular organisms;Archaea;Euryarchaeota;Methanomada group;",0.0,0.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Methanomada group;Methanobacteria;",0.0,0.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;",345.0,0.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Methanomada group;Methanobacteria;Methanobacteriales;Methanobacteriaceae;",1551.0,0.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Stenosarchaea group;",0.0,0.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;",1983.0,1766.0,2020.0,2219.0
"root;cellular organisms;Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;",1473.0,1200.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosaetaceae;",0.0,0.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanothrix;",6121.0,3132.0,0.0,0.0
"root;cellular organisms;Archaea;Euryarchaeota;Stenosarchaea group;Methanomicrobia;Methanosarcinales;Methanosaetaceae;Methanothrix;Methanothrix soehngenii;",4045.0,2725.0,0.0,0.0
"root;cellular organisms;Archaea;TACK group;",411.0,415.0,1678.0,291.0
"root;cellular organisms;Archaea;TACK group;Thaumarchaeota;",1622.0,1659.0,0.0,1780.0
"root;cellular organisms;Eukaryota;",9436.0,8607.0,7102.0,7832.0
"root;cellular organisms;Eukaryota;Alveolata;",515.0,586.0,567.0,625.0
"root;cellular organisms;Eukaryota;Alveolata;Ciliophora;",443.0,272.0,860.0,847.0
"root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;",850.0,2519.0,653.0,715.0
"root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Oligohymenophorea;",0.0,0.0,2041.0,2257.0
"root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;",227.0,0.0,417.0,454.0
"root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;",3.0,0.0,10.0,6.0
"root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;",0.0,0.0,0.0,2.0
"root;cellular organisms;Eukaryota;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Stichotrichia;Sporadotrichida;Oxytrichidae;",1960.0,0.0,2942.0,3171.0
"root;cellular organisms;Eukaryota;Opisthokonta;",2147.0,2001.0,1763.0,1882.0
"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;",1404.0,1270.0,1204.0,3070.0
"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;",1553.0,1465.0,1546.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;",473.0,395.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;",1786.0,1627.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;",2972.0,2749.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;",145.0,147.0,155.0,168.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;",600.0,631.0,517.0,540.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;",880.0,823.0,2193.0,843.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;",96.0,1610.0,0.0,1619.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;",1564.0,0.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;",541.0,486.0,335.0,410.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;",70.0,130.0,2556.0,1177.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;",113.0,137.0,0.0,100.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;",265.0,579.0,0.0,171.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;",334.0,1000.0,0.0,206.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;",0.0,0.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;",0.0,0.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;",129.0,414.0,0.0,94.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;",0.0,0.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Rhabditidae incertae sedis;",0.0,0.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Rhabditidae incertae sedis;Diploscapter;",2.0,9.0,0.0,1.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Chromadorea;Rhabditida;Rhabditina;Rhabditomorpha;Rhabditoidea;Rhabditidae;Rhabditidae incertae sedis;Diploscapter;Diploscapter pachys;",2068.0,9803.0,0.0,1628.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;",20.0,14.0,0.0,0.0
"root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;",1842.0,1680.0,0.0,0.0
"root;cellular organisms;Eukaryota;Viridiplantae;",633.0,593.0,345.0,375.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;",68.0,57.0,27.0,36.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;",1.0,2.0,2.0,2.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;",98.0,93.0,65.0,72.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;",53.0,40.0,30.0,37.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;",1.0,0.0,2.0,1.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;",23.0,29.0,28.0,25.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;",13.0,17.0,25.0,29.0
"root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;",1829.0,1686.0,1712.0,1888.0
"root;Viruses;Caudovirales;Myoviridae;",2206.0,3118.0,0.0,0.0
"root;Viruses;Caudovirales;Podoviridae;",1370.0,1942.0,0.0,0.0
"root;Viruses;Caudovirales;Siphoviridae;",5140.0,5786.0,0.0,0.0
"root;Viruses;environmental samples <viruses>;",1838.0,2555.0,0.0,0.0
"root;Viruses;Mimiviridae;",1962.0,1008.0,0.0,0.0
